Duration(Days),Main Cause,Latitude,Longitude,Severity,Human injury
14,severe floods,25.6339,84.0726,1,99
1,heavy rains,17.4331,80.187,1,3
1,heavy rains,23.6547,89.4296,1,6
1,heavy rains,26.4813,92.0622,1,1
3,heavy rains,26.988,92.926,1,10
3,heavy rains,28.886,80.7246,1,10
3,heavy rains,22.0189,71.1117,1,4
3,heavy rains,18.4311,80.713,1,1
5,heavy rains,26.5037,86.5429,1,10
1,heavy rains,30.9339,75.0459,1,10
2,flash flood,19.1131,72.8962,1,10
1,flash flood,15.1816,76.4736,1,1
1,heavy rains,24.8678,92.8291,1,10
1,heavy rains,26.4375,80.8611,1,25
1,heavy rains,33.8036,76.2592,1,26
1,heavy rains,16.2843,80.6926,1,10
14,severe floods,26.7553,92.7754,1,212
1,heavy rains,26.7055,78.8703,1,10
4,heavy rains,27.5435,80.6956,1,10
1,heavy rains,22.4257,71.3244,1,10
2,heavy rains,26.0747,92.817,1,10
7,moderate flood,11.3982,77.0504,1,10
14,moderate flood,24.4696,92.4232,1,10
14,moderate flood,15.733,73.7324,1,2
5,heavy rains,26.6059,92.9592,1,4
2,heavy rains,20.9474,79.1574,1,3
1,flash flood(jia bhareli),20.2047,84.4178,1,10
1,flash flood(bamai),28.3671,81.0334,1,10
1,flash flood(singla),24.707,85.7348,1,10
7,severe flood(brahmaputra and its tributaries),24.3395,87.8328,1,10
50,severe flood(brahmaputra and its tributaries),14.0025,79.4752,1,41
1,flash flood,16.5216,75.9695,1,10
28,"severe flood(adhwara, burhi gandak, gandak, kosi and pun pun",26.9122,94.46,1,321
2,heavy rains,20.5033,86.0449,1,10
5,heavy rains,24.8678,80.7003,1,58
7,heavy rains,13.0242,78.8487,1,17
2,flash flood (Heavy rainrmada and tapi),24.9382,92.0974,1,28
1,heavy rains,25.1622,89.7567,1,3
1,heavy rains,27.9917,78.9675,1,10
1,heavy rains,13.407,75.4042,1,3
1,heavy rains,11.054,77.5024,1,10
1,heavy rains,12.5851,79.9572,1,5
1,flash flood,20.6258,76.6191,1,10
1,heavy rains,31.7869,77.252,1,10
1,flash flood,27.586,80.6237,1,10
1,heavy rains,31.7821,76.9177,1,4
1,heavy rains,31.7668,77.27,1,10
1,heavy rains,20.7866,79.2684,1,6
1,heavy rains,31.5294,77.0555,1,10
1,heavy rains,20.1358,84.4369,1,10
5,heavy rains,10.7214,78.7248,1,10
1,heavy rains,16.2498,80.0422,1,10
3,heavy rains,23.2582,92.8575,1,9
3,heavy rains,26.0363,92.8902,1,2
1,heavy rains,28.2424,76.8263,1,1
1,heavy rains,27.5887,88.4616,1,3
2,heavy rains,22.4615,87.3749,1,2
4,heavy rains,16.4132,80.612,1,11
1,heavy rains,26.5766,73.762,1,6
8,severe flood(tapi),27.4105,92.3599,1,25
1,heavy rains,24.7685,85.6883,1,10
7,heavy rains,15.0341,78.7288,1,94
3,heavy rains,17.0009,81.7657,1,10
1,heavy rains,24.0572,86.2554,1,10
4,heavy rains,31.7905,77.3409,1,10
1,heavy rains,22.4404,71.3091,1,10
3,heavy rains,9.49041,76.6811,1,15
2,heavy rains,26.0909,92.9144,1,10
4,Heavy rain,33.9398,74.8298,1,35
4,heavy rains,18.8234,75.4418,1,10
1,heavy rains,16.9874,82.1012,1,5
1,heavy rains,13.8493,78.9883,1,10
7,"moderate flood (imphal, iril, Heavy rainmbul, thoubal and wangiing",24.0181,68.8677,1,3
1,flash flood,20.4037,74.4164,1,10
1,floash flood(jinjiram andrangai),16.1464,79.4042,1,1
1,heavy rains,23.3997,88.9474,1,10
2,heavy rains,21.1735,85.3527,1,2
1,heavy rains,27.4268,94.7981,1,4
3,heavy rains,31.806,77.6925,1,11
5,heavy rains,27.094,94.643,1,20
11,heavy rains,17.1335,79.2098,1,20
1,heavy rains,26.9607,80.4678,1,16
1,heavy rains,19.9343,80.0385,1,33
3,heavy rains,24.0841,88.5453,1,4
7,"moderate flood(ganga, yamuHeavy rain and sohali)",15.811,74.5207,1,10
1,heavy rains,24.4457,92.0058,1,10
1,heavy rains,22.8284,71.2868,1,11
1,heavy rains,9.72651,76.423,1,1
1,heavy rains,21.0559,84.7987,1,10
1,heavy rains,30.7738,79.8583,1,1
1,heavy rains,32.6061,76.1481,1,10
2,heavy rains,26.7556,83.0513,1,2
1,flash flood(jiadhol),26.5321,84.87,1,10
44,severe flood(brahmaputra and its tributaries),16.746,79.1214,1,38
7,"moderate flood(dhansiri, etc)",14.8405,79.054,1,10
1,heavy rains,10.4517,78.7843,1,10
1,flash flood(salengi),27.8034,95.3833,1,10
1,flash flood(jiabharali),22.342,88.9351,1,10
1,flash flood(gavoru),20.8681,73.6623,1,10
1,heavy rains,25.8418,89.2696,1,2
1,flash flood(barpani),30.5622,78.5235,1,10
1,heavy rains,21.5391,73.2201,1,10
1,heavy rains,11.8739,75.527,1,1
1,flash flood,10.9485,79.0643,1,10
16,"severe flood(bagmati, kosi and kamala balan)",12.9158,74.9274,1,25
14,"severe flood(ganga, bagmati, kosi, mahaHeavy rainnda. adhwara, gandak and burhi gandak)",21.3961,73.44,1,75
3,severe flood,21.9811,73.9596,1,140
7,severe flood( ganga and its tributaries),14.5398,75.0937,1,179
6,heavy rains,32.8353,76.9103,1,10
1,heavy rains,26.4816,82.8434,1,10
1,heavy rains,21.1495,86.7154,1,2
1,heavy rains,25.6339,84.0726,1,11
31,heavy rains,17.4331,80.187,1,76
1,heavy rains,23.6547,89.4296,1,4
1,heavy rains,26.4813,92.0622,1,2
1,heavy rains,26.988,92.926,1,1
1,heavy rains,28.886,80.7246,1,2
1,heavy rains,22.0189,71.1117,1,10
1,heavy rains,18.4311,80.713,1,150
1,heavy rains,26.5037,86.5429,1,10
1,heavy rains,30.9339,75.0459,1,2
1,heavy rains,19.1131,72.8962,1,3
1,heavy rains,15.1816,76.4736,1,5
1,heavy rains,24.8678,92.8291,1,10
1,heavy rains,26.4375,80.8611,1,1
1,heavy rains,33.8036,76.2592,1,10
2,flash flood,16.2843,80.6926,1,10
4,heavy rains,26.7553,92.7754,1,13
1,heavy rains,26.7055,78.8703,1,10
3,heavy rains,27.5435,80.6956,1,6
1,heavy rains,22.4257,71.3244,1,10
4,heavy rains,26.0747,92.817,1,1
2,heavy rains,11.3982,77.0504,1,3
1,heavy rains,24.4696,92.4232,1,10
1,heavy rains,15.733,73.7324,1,10
7,heavy rains,26.6059,92.9592,1,6
1,heavy rains,20.9474,79.1574,1,1
1,heavy rains,20.2047,84.4178,1,4
1,heavy rains,28.3671,81.0334,1,10
1,heavy rains,24.707,85.7348,1,10
3,heavy rains,24.3395,87.8328,1,1
1,heavy rains,14.0025,79.4752,1,10
1,heavy rains,16.5216,75.9695,1,1
2,heavy rains,26.9122,94.46,1,10
1,heavy rains,20.5033,86.0449,1,10
1,heavy rains,24.8678,80.7003,1,3
1,heavy rains,13.0242,78.8487,1,1
1,heavy rains,24.9382,92.0974,1,10
1,flash flood,25.1622,89.7567,1,10
6,heavy rains,27.9917,78.9675,1,35
1,heavy rains,13.407,75.4042,1,10
3,heavy rains,11.054,77.5024,1,1
1,heavy rains,12.5851,79.9572,1,10
1,heavy rains,20.6258,76.6191,1,10
1,heavy rains,31.7869,77.252,1,37
2,heavy rains,27.586,80.6237,1,4
1,heavy rains,31.7821,76.9177,1,10
1,flash flood(Heavy rainrmada),31.7668,77.27,1,10
1,heavy rains,20.7866,79.2684,1,10
1,heavy rains,31.5294,77.0555,1,1
1,heavy rains,20.1358,84.4369,1,4
1,heavy rains,10.7214,78.7248,1,10
2,heavy rains,16.2498,80.0422,1,10
1,heavy rains,23.2582,92.8575,1,10
1,flash flood(umshyrpi),26.0363,92.8902,1,10
1,heavy rains,28.2424,76.8263,1,3
28,severe flood(mahaHeavy raindi and its triutaries),27.5887,88.4616,1,10
30,severe flood,22.4615,87.3749,1,60
14,severe flood,16.4132,80.612,1,32
1,heavy rains,26.5766,73.762,1,1
1,heavy rains,27.4105,92.3599,1,1
1,heavy rains,24.7685,85.6883,1,9
1,heavy rains,15.0341,78.7288,1,1
1,heavy rains,17.0009,81.7657,1,10
1,heavy rains,24.0572,86.2554,1,10
4,heavy rains,31.7905,77.3409,1,21
7,heavy rains,22.4404,71.3091,1,30
1,heavy rains,9.49041,76.6811,1,10
1,heavy rains,26.0909,92.9144,1,10
1,heavy rains,33.9398,74.8298,1,10
3,heavy rains,18.8234,75.4418,1,8
1,heavy rains,16.9874,82.1012,1,10
1,flash flood,13.8493,78.9883,1,10
3,heavy rains,24.0181,68.8677,1,5
1,heavy rains,20.4037,74.4164,1,7
4,heavy rains,16.1464,79.4042,1,64
1,heavy rains,23.3997,88.9474,1,5
2,heavy rains,21.1735,85.3527,1,10
1,heavy rains,27.4268,94.7981,1,2
1,heavy rains,31.806,77.6925,1,1
1,heavy rains,27.094,94.643,1,2
1,heavy rains,17.1335,79.2098,1,3
1,heavy rains,26.9607,80.4678,1,65
14,severe flood (ganga and its tributaries),19.9343,80.0385,1,172
1,heavy rains,24.0841,88.5453,1,1
1,heavy rains,15.811,74.5207,1,10
3,heavy rains,24.4457,92.0058,1,26
1,heavy rains,22.8284,71.2868,1,3
1,heavy rains,9.72651,76.423,1,10
2,flash flood,21.0559,84.7987,1,10
3,flash flood,30.7738,79.8583,1,10
1,heavy rains,32.6061,76.1481,1,10
1,heavy rains,26.7556,83.0513,1,4
3,heavy rains,26.5321,84.87,1,4
4,heavy rains,16.746,79.1214,1,10
1,heavy rains,14.8405,79.054,1,4
1,heavy rains,10.4517,78.7843,1,5
13,severe flood,27.8034,95.3833,1,11
1,flash flood,22.342,88.9351,1,10
1,"flash flood(barak, dhaleswari and kushiara)",20.8681,73.6623,1,5
2,heavy rains,25.8418,89.2696,1,10
3,flash flood,30.5622,78.5235,1,10
1, heavy rains,21.5391,73.2201,1,2
1,flash flood,11.8739,75.527,1,10
1,flash flood(brahmaputra),10.9485,79.0643,1,10
48,severe flood(brahmaputra and its tributaries),12.9158,74.9274,1,248
2,flash flood(brahmaputra and its tributaries),21.3961,73.44,1,3
19,severe flood(brahmaputra and its tributaries),21.9811,73.9596,1,200
1,flash flood,19.1881,79.2948,1,30
31,"severe flood(adhwara, bagmati, burhi gandak, gandak, ganga, ghagra, kamla balan, kosi, kreh, mahaHeavy rainnda, punpun and sone)",20.6258,85.8936,1,450
1,heavy rains,12.1226,75.4747,1,1
14,heavy rains,25.4989,85.8918,1,184
1,heavy rains,21.0247,73.7641,1,2
1,heavy rains,24.6862,89.4002,1,10
2,heavy rains(cloud burst),31.6718,78.4423,1,10
2,heavy rains(cloud burst),21.433,73.0739,1,10
2,heavy rains(cloud burst),20.9765,86.4305,1,2
1,heavy rains(cloud burst),24.1288,80.1999,1,10
1,heavy rains(cloud burst),27.4363,87.0126,1,1
2,heavy rains,17.9836,73.435,1,4
6,heavy rains,16.9772,79.9654,1,3
7,heavy rains,20.9915,86.2759,1,15
7,heavy rains,25.886,83.2115,1,6
1,heavy rains,21.1139,82.5389,1,1
1,heavy rains,28.1973,79.3734,1,3
1,heavy rains,21.7139,73.4733,1,10
2,heavy rains,21.9409,87.9347,1,3
15,heavy rains,11.7804,78.7317,1,25
1,heavy rains,17.4335,82.8115,1,10
3,heavy rains,18.7332,75.2343,1,10
1,heavy rains,10.5443,76.0498,1,10
6,heavy rains,26.5993,94.0245,1,31
1,heavy rains,25.6151,83.6713,1,2
1,heavy rains,19.1719,83.6477,1,10
1,heavy rains,19.1028,72.8816,1,10
1,heavy rains,22.4114,71.3097,1,1
1,heavy rains,20.1943,73.8242,1,10
11,heavy rains,18.1046,81.5288,1,33
2,heavy rains,27.5853,81.5174,1,3
2,heavy rains,32.8864,73.8842,1,14
1,"flash floods(noa dihing, digaru and darrang)",19.73,83.7466,1,10
3,flash flood,14.1349,79.9324,1,9
1,heavy rains,33.4819,74.2156,1,6
6,heavy rains,26.2558,94.0189,1,10
3,heavy rains,14.945,78.1615,1,10
1,heavy rains,20.0539,81.8601,1,1
2,heavy rains,21.0263,77.5237,1,6
1,heavy rains,22.0231,72.2495,1,6
1,heavy rains,22.6315,88.4871,1,10
1,heavy rains,27.5773,95.263,1,10
1,heavy rains,10.3906,76.3115,1,5
1,heavy rains,20.4525,86.1978,1,10
1,heavy rains,22.6824,70.925,1,2
1,heavy rains,31.2388,76.5268,1,10
9,severe flood(bijoy and khowai),15.7067,79.878,1,4
1,flash flood(cloud burst),20.9096,86.4033,1,10
1,heavy rains(cloud burst),24.7214,93.9705,1,10
1,heavy rains(cloud burst),12.725,79.7002,1,31
1,heavy rains,10.762,78.7172,1,6
1,flash flood,26.4,93.755,1,8
2,heavy rains,22.1496,110.224,1,8
3,heavy rains,25.2411,90.1201,1,10
3,heavy rains(cloud burst),27.4995,89.7871,1,84
7,moderate flood,16.6523,81.3801,1,5
1,flash flood,27.0442,94.5503,1,10
14,heavy rains,20.9522,84.4064,1,17
19,severe flood,20.2249,84.7692,1,18
1,heavy rains,15.3059,74.7271,1,3
1,heavy rains,27.481,93.8215,1,10
1,heavy rains,26.5,85.5,1,9
3,heavy rains,27.629,80.7483,1,9
2,heavy rains,26.8177,94.143,1,6
3,heavy rains,22.5263,88.0605,1,19
1,heavy rains,15.7081,78.233,1,10
4,heavy rains,11.4729,77.8452,1,1
1,moderate flood,27.2504,94.6126,1,10
14,"flood(brahmaputra and its tributaries, jiadhol, kaldia, plagadia, kalo and drani)",26.3166,91.8623,1,10
21,severe flood,26.6381,93.1226,1,15
7,severe flood(saktola and pahumora),15.2182,79.4844,1,43
1,heavy rains,30.1895,74.7785,1,2
1,flash flood(belgir),25.5869,86.1983,1,10
1,flash flood(kalajal),33.5267,76.1256,1,10
7,severe flood(brahmaputra),25.965,76.05,1,15
1,heavy rains,16.29,80.055,1,10
7,"severe flood(brahmaputra and its tributaries, kaldia)",26.235,92.25,1,10
2,flash flood,26.73,82.845,1,10
3,heavy rains,25.695,87.75,1,7
7,severe flood,9.88679,78.4773,1,202
21,severe flood,10.8365,76.7588,1,11
5,heavy rains,20.7933,85.8723,1,69
28,severe flood,26.0844,86.1969,1,20
1,heavy rains,27.3624,94.0349,1,10
1,severe flood,28.5244,80.9261,1,10
14,severe flood(yamuHeavy rain),22.3056,88.3453,1,1
1,flash flood,26.3755,86.2422,1,10
1,heavy rains,26.5897,92.1815,1,10
7,heavy rains,22.3021,73.9531,1,4
1,severe flood(sutlej),20.6511,86.0022,1,10
2,severe flood,26.5659,92.4354,1,6
1,severe flood(beas and sutlej),26.1094,86.557,1,10
1,flash flood,30.1135,78.8529,1,10
1,heavy rains,19.4398,82.3216,1,10
1,heavy rains,20.9855,82.7962,1,10
2,heavy rains,31.3063,76.8569,1,10
1,heavy rains,26.8031,93.6379,1,10
1,heavy rains,11.8283,78.8042,1,10
2,heavy rains,32.7135,76.6135,1,6
1,heavy rains,21.9781,82.5285,1,11
1,heavy rains,27.387,94.9182,1,10
1,heavy rains,21.2719,84.2495,1,10
1,heavy rains,24.7174,85.9321,1,10
1,heavy rains,27.8115,94.716,1,1
1,heavy rains,20.7752,84.1258,1,2
1,heavy rains,27.3852,79.7586,1,7
1,heavy rains,26.1795,86.2537,1,10
1,heavy rains,27.6132,94.6542,1,2
1,heavy rains,14.5398,75.0937,1,10
1,heavy rains,32.8353,76.9103,1,1
1,heavy rains,26.4816,82.8434,1,10
1,heavy rains,21.1495,86.7154,1,2
7,heavy rains,25.6339,84.0726,1,4
7,heavy rains,17.4331,80.187,1,6
1,flash flood,23.6547,89.4296,1,10
1,heavy rains,26.4813,92.0622,1,10
1,heavy rains,26.988,92.926,1,10
1,flash flood(ghatprabha),28.886,80.7246,1,10
1,flash flood,22.0189,71.1117,1,1
1,flash floods(krishHeavy rain and bhima),18.4311,80.713,1,10
4,heavy rains,26.5037,86.5429,1,10
1,heavy rains,30.9339,75.0459,1,3
1,flash flood,19.1131,72.8962,1,10
1,heavy rains,15.1816,76.4736,1,10
7,flash flood,24.8678,92.8291,1,13
7,heavy rains,26.4375,80.8611,1,33
1,heavy rains,33.8036,76.2592,1,2
1,heavy rains,16.2843,80.6926,1,10
1,heavy rains,26.7553,92.7754,1,10
1,heavy rains,26.7055,78.8703,1,10
1,heavy rains,27.5435,80.6956,1,10
14,heavy rains,22.4257,71.3244,1,2
1,heavy rains,26.0747,92.817,1,10
1,moderate flood,11.3982,77.0504,1,10
1,heavy rains,24.4696,92.4232,1,10
14,heavy rains,15.733,73.7324,1,2
14,heavy rains,26.6059,92.9592,1,7
1,heavy rains,20.9474,79.1574,1,1
1,heavy rains,20.2047,84.4178,1,5
1,heavy rains,28.3671,81.0334,1,10
1,heavy rains,24.707,85.7348,1,10
1,heavy rains,24.3395,87.8328,1,10
7,heavy rains,14.0025,79.4752,1,28
1,heavy rains,16.5216,75.9695,1,10
1,heavy rains,26.9122,94.46,1,10
1,heavy rains,20.5033,86.0449,1,10
7,heavy rains,24.8678,80.7003,1,1
2,heavy rains,13.0242,78.8487,1,10
7,heavy rains,24.9382,92.0974,1,10
8,heavy rains,25.1622,89.7567,1,10
4,heavy rains,27.9917,78.9675,1,11
1,flash flood,13.407,75.4042,1,10
1,heavy rains,11.054,77.5024,1,10
7,flash flood,12.5851,79.9572,1,37
17,heavy rains,20.6258,76.6191,1,16
2,severe flood(Heavy rainrmada),31.7869,77.252,1,10
2,heavy rains,27.586,80.6237,1,10
1,heavy rains,31.7821,76.9177,1,10
2,heavy rains,31.7668,77.27,1,10
3,heavy rains,20.7866,79.2684,1,3
7,heavy rains,31.5294,77.0555,1,10
1,heavy rains,20.1358,84.4369,1,10
1,flash flood,10.7214,78.7248,1,10
1,heavy rains,16.2498,80.0422,1,10
2,heavy rains,23.2582,92.8575,1,32
1,heavy rains,26.0363,92.8902,1,4
1,heavy rains,28.2424,76.8263,1,1
2,heavy rains,27.5887,88.4616,1,273
7,heavy rains,22.4615,87.3749,1,527
7,heavy rains,16.4132,80.612,1,302
2,heavy rains,26.5766,73.762,1,3
2,heavy rains,27.4105,92.3599,1,4
1,severe flood,24.7685,85.6883,1,10
1,heavy rains,15.0341,78.7288,1,2
1,heavy rains,17.0009,81.7657,1,10
7,heavy rains,24.0572,86.2554,1,11
1,heavy rains,31.7905,77.3409,1,10
1,heavy rains,22.4404,71.3091,1,2
7,severe flood,9.49041,76.6811,1,10
1,moderate flood (brahmani and baitarani),26.0909,92.9144,1,5
1,heavy rains,33.9398,74.8298,1,4
1,heavy rains,18.8234,75.4418,1,10
1,heavy rains,16.9874,82.1012,1,2
1,moderate flood (ravi) ,13.8493,78.9883,1,10
1,heavy rains,24.0181,68.8677,1,2
1,moderate flood ,20.4037,74.4164,1,10
1,heavy rains,16.1464,79.4042,1,10
2,heavy rains,23.3997,88.9474,1,10
1,heavy rains,21.1735,85.3527,1,3
2,heavy rains,27.4268,94.7981,1,4
1,heavy rains,31.806,77.6925,1,3
1,heavy rains,27.094,94.643,1,3
1,heavy rains,17.1335,79.2098,1,3
1,heavy rains,26.9607,80.4678,1,1
1,heavy rains,19.9343,80.0385,1,10
1,heavy rains,24.0841,88.5453,1,10
1,heavy rains,15.811,74.5207,1,27
1,heavy rains,24.4457,92.0058,1,2
14,severe flood,22.8284,71.2868,1,80
1,heavy rains,9.72651,76.423,1,10
1,flash flood,21.0559,84.7987,1,8
1,heavy rains,30.7738,79.8583,1,10
2,heavy rains,32.6061,76.1481,1,6
1,severe flood,26.7556,83.0513,1,10
1,heavy rains,26.5321,84.87,1,10
1,heavy rains,16.746,79.1214,1,2
1,heavy rains,14.8405,79.054,1,9
1,severe flood (ker),10.4517,78.7843,1,23
1,heavy rains,27.8034,95.3833,1,10
1,heavy rains,22.342,88.9351,1,10
1,heavy rains,20.8681,73.6623,1,4
1,heavy rains,25.8418,89.2696,1,11
1,heavy rains,30.5622,78.5235,1,10
1,heavy rains,21.5391,73.2201,1,5
7,severe flood (ghaghara),11.8739,75.527,1,89
2,"flood (ganga, ghaghara, magari and tansa) ",10.9485,79.0643,1,8
2,heavy rains,12.9158,74.9274,1,10
1,heavy rains,21.3961,73.44,1,8
1,heavy rains,21.9811,73.9596,1,1
1,heavy rains,19.1881,79.2948,1,18
1,heavy rains,20.6258,85.8936,1,4
1,heavy rains,12.1226,75.4747,1,11
1,heavy rains,25.4989,85.8918,1,10
2,heavy rains,21.0247,73.7641,1,10
1,heavy rains,24.6862,89.4002,1,15
1,heavy rains,31.6718,78.4423,1,10
1,heavy rains,21.433,73.0739,1,10
1,heavy rains,20.9765,86.4305,1,3
3,moderate flood,24.1288,80.1999,1,2
3,moderate flood,27.4363,87.0126,1,2
1,heavy rains,17.9836,73.435,1,10
1,heavy rains,16.9772,79.9654,1,2
1,heavy rains,20.9915,86.2759,1,12
2,severe flood,25.886,83.2115,1,32
1,heavy rains,21.1139,82.5389,1,10
1,heavy rains,28.1973,79.3734,1,10
7,flash flood (godavari and rivulets),21.7139,73.4733,1,200
4,flash flood,21.9409,87.9347,1,61
1,flash flood,11.7804,78.7317,1,10
3,heavy rains,17.4335,82.8115,1,10
7,"severe flood (nooHeavy rain, tributaries of brahmaputra)",18.7332,75.2343,1,9
1,flash flood (brahmaputra),10.5443,76.0498,1,7
1,flash flood (brahmaputra and its tributaries),26.5993,94.0245,1,1
4,Heavy rain,25.6151,83.6713,1,10
1,"flash flood (burigang, ghaghara)",19.1719,83.6477,1,10
1,flash flood,19.1028,72.8816,1,10
1,flash flood (brahmaputra),22.4114,71.3097,1,10
1,flash flood,20.1943,73.8242,1,10
2,"flash flood (bagmati, kamla balan, mahaHeavy raindi, burhi gandak and adhwara)",18.1046,81.5288,1,22
2,heavy rains,27.5853,81.5174,1,37
1,heavy rains,32.8864,73.8842,1,4
2,heavy rains,19.73,83.7466,1,9
2,heavy rains,14.1349,79.9324,1,15
1,flash flood (tapi),33.4819,74.2156,1,10
1,heavy rains,26.2558,94.0189,1,8
1,heavy rains,14.945,78.1615,1,4
2,heavy rains,20.0539,81.8601,1,10
1,flash flood (markanda),21.0263,77.5237,1,10
2,flash flood,22.0231,72.2495,1,10
7,heavy rains,22.6315,88.4871,1,10
1,heavy rains,27.5773,95.263,1,1
1,heavy rains (cloud burst),10.3906,76.3115,1,10
1,flash flood (tributaries of satlej),20.4525,86.1978,1,10
2,heavy rains,22.6824,70.925,1,10
6,heavy rains,31.2388,76.5268,1,15
3,flash flood (cloud burst),15.7067,79.878,1,10
1,flash flood (cloud burst),20.9096,86.4033,1,10
1,heavy rains,24.7214,93.9705,1,10
2,flash flood,12.725,79.7002,1,10
1,heavy rains,10.762,78.7172,1,2
1,heavy rains,26.4,93.755,1,10
1,flash flood,22.1496,110.224,1,15
1,"flash flood (jhelum, cheHeavy rainb)",25.2411,90.1201,1,6
2,heavy rains,27.4995,89.7871,1,15
1,heavy rains,16.6523,81.3801,1,10
1,heavy rains,27.0442,94.5503,1,10
4,heavy rains,20.9522,84.4064,1,21
1,flash flood,20.2249,84.7692,1,10
1,heavy rains,15.3059,74.7271,1,10
1,"flash flood (bheema, krishHeavy rain and ghatprabha)",27.481,93.8215,1,10
1,flash flood(bheema and krishHeavy rain) ,26.5,85.5,1,10
1,heavy rains,27.629,80.7483,1,10
1,heavy rains,26.8177,94.143,1,1
3,heavy rains,22.5263,88.0605,1,2
1,heavy rains,15.7081,78.233,1,10
3,heavy rains,11.4729,77.8452,1,3
1,heavy rains,27.2504,94.6126,1,10
3,heavy rains,26.3166,91.8623,1,1
1,heavy rains,26.6381,93.1226,1,6
2,heavy rains,15.2182,79.4844,1,10
1,heavy rains,30.1895,74.7785,1,10
1,flash flood,25.5869,86.1983,1,10
3,heavy rains,33.5267,76.1256,1,2
1,heavy rains,25.965,76.05,1,10
2,heavy rains,16.29,80.055,1,2
1,heavy rains,26.235,92.25,1,10
1,heavy rains,26.73,82.845,1,10
1,heavy rains,25.695,87.75,1,10
1,heavy rains,9.88679,78.4773,1,1
1,heavy rains,10.8365,76.7588,1,2
1,heavy rains,20.7933,85.8723,1,10
3,flash flood,26.0844,86.1969,1,1
1,flash flood,27.3624,94.0349,1,38
8,heavy rains.,28.5244,80.9261,1,158
2,heavy rains.,22.3056,88.3453,1,3
1,flash flood,26.3755,86.2422,1,9
2,flash flood,26.5897,92.1815,1,10
1,heavy rains,22.3021,73.9531,1,1
4,heavy rains,20.6511,86.0022,1,38
1,heavy rains,26.5659,92.4354,1,6
3,heavy rains,26.1094,86.557,1,18
1,heavy rains,30.1135,78.8529,1,3
7,heavy rains,19.4398,82.3216,1,131
1,flash flood,20.9855,82.7962,1,29
2,flash flood,31.3063,76.8569,1,32
6,"flash flood (pavHeavy rain, varHeavy rain, krishHeavy rain, panchganga & tributaries) ",26.8031,93.6379,1,10
5,flash flood,11.8283,78.8042,1,149
1,heavy rains,32.7135,76.6135,1,1
1,heavy rains,21.9781,82.5285,1,10
6,heavy rains,27.387,94.9182,1,12
1,heavy rains,21.2719,84.2495,1,10
2,heavy rains,24.7174,85.9321,1,10
31,severe flood,27.8115,94.716,1,36
31,severe flood,20.7752,84.1258,1,45
30,heavy rains,27.3852,79.7586,1,18
1,heavy rains,26.1795,86.2537,1,10
1,heavy rains,27.6132,94.6542,1,10
1,heavy rains,14.5398,75.0937,1,10
2,heavy rains,32.8353,76.9103,1,2
2,heavy rains,26.4816,82.8434,1,10
1,heavy rains,21.1495,86.7154,1,1
1,heavy rains,25.6339,84.0726,1,1
1,heavy rains,17.4331,80.187,1,2
1,heavy rains,23.6547,89.4296,1,10
3,heavy rains(khari) ,26.4813,92.0622,1,26
9,heavy rains,26.988,92.926,1,440
2,heavy rains,28.886,80.7246,1,10
1,heavy rains,22.0189,71.1117,1,10
7,flash flood,18.4311,80.713,1,47
7,heavy rains,26.5037,86.5429,1,1
